,age,gender,race,date,city,state,cause,body_camera
4890,40,Female,Black,06/04/2016,Gallatin,TN,Gunshot,True
4891,60,Male,White,06/04/2016,Oak Hill,OH,Gunshot,False
4893,52,Male,White,05/04/2016,West Springfield,MA,Gunshot,False
4894,44,Male,Black,05/04/2016,Indianapolis,IN,Gunshot,True
4895,50,Male,Hispanic,04/04/2016,Minneapolis,MN,Gunshot,False
4896,25,Male,White,03/04/2016,Austin,TX,Gunshot,False
4897,69,Male,White,03/04/2016,Eau Claire,WI,Gunshot,False
4898,36,Female,White,03/04/2016,Notasulga,AL,Gunshot,True
4899,48,Male,White,03/04/2016,Raceland,LA,Gunshot,False
4900,30,Male,Black,02/04/2016,Indianapolis,IN,Gunshot,False
4901,37,Male,Hispanic,01/04/2016,Odessa,TX,Gunshot,False
4902,65,Male,Hispanic,01/04/2016,Lockhart,TX,Gunshot,False
4903,18,Male,Black,31/03/2016,Baltimore,MD,Gunshot,False
4904,31,Male,Black,31/03/2016,Las Vegas,NV,Gunshot,True
4905,34,Male,Black,31/03/2016,Richmond,VA,Gunshot,False
4906,43,Male,Black,31/03/2016,Baltimore,MD,Gunshot,False
4907,25,Male,Hispanic,30/03/2016,Glendale,AZ,Gunshot,False
4908,33,Male,White,30/03/2016,East Los Angeles,CA,Gunshot,False
4909,52,Male,White,30/03/2016,Jackson,GA,Gunshot,False
4910,50,Female,White,29/03/2016,Aitkin,MN,Gunshot,False
4911,51,Male,White,29/03/2016,Piedmont,SC,Gunshot,False
4912,46,Male,White,29/03/2016,Clearlake,CA,"Gunshot, Taser",True
4913,18,Male,Black,27/03/2016,Kinston,NC,Gunshot,False
4914,33,Male,White,27/03/2016,Roswell,NM,Gunshot,True
4915,33,Male,White,27/03/2016,Splendora,TX,Gunshot,False
4916,34,Male,White,27/03/2016,Lee's Summit,MO,Gunshot,False
4917,27,Female,Native American,27/03/2016,Winslow,AZ,Gunshot,True
4918,36,Male,White,26/03/2016,Grundy,VA,Gunshot,False
4919,39,Male,Hispanic,26/03/2016,Lowell,MA,Gunshot,False
4920,46,Male,White,26/03/2016,Tampa,FL,Gunshot,False
4921,55,Male,White,26/03/2016,Myrtle Beach,SC,Gunshot,True
4922,19,Male,Hispanic,24/03/2016,Albuquerque,NM,Gunshot,True
4923,22,Male,Black,24/03/2016,Blue Springs,MO,Gunshot,False
4924,29,Male,White,24/03/2016,Redlands,CA,Gunshot,False
4925,44,Male,White,24/03/2016,Braintree,MA,Gunshot,False
4926,48,Male,Hispanic,24/03/2016,Pueblo,CO,Gunshot,True
4927,24,Male,Black,24/03/2016,Pawtucket,RI,Gunshot,False
4929,30,Male,Black,23/03/2016,Memphis,TN,Gunshot,False
4930,34,Male,Hispanic,23/03/2016,Fresno,CA,Gunshot,True
4931,51,Male,White,23/03/2016,Thornton,CO,Gunshot,False
4932,25,Male,Hispanic,22/03/2016,Palmetto Bay,FL,Gunshot,False
4933,33,Male,White,22/03/2016,Fredericksburg,VA,Gunshot,True
4934,28,Male,White,21/03/2016,Greensburg,PA,Gunshot,False
4935,76,Male,White,21/03/2016,Burlington,VT,"Gunshot, Taser",True
4936,25,Male,White,21/03/2016,Stamford,CT,Gunshot,False
4937,54,Male,White,20/03/2016,Fort Littleton,PA,Gunshot,False
4938,61,Male,White,20/03/2016,Hopewell,VA,Gunshot,True
4939,62,Male,Hispanic,20/03/2016,Fort Wayne,IN,Gunshot,False
4940,16,Male,Black,20/03/2016,Gainesville,FL,Gunshot,False
4941,21,Male,Black,19/03/2016,Park Forest,IL,Gunshot,False
4942,23,Male,White,19/03/2016,White Plains,KY,Gunshot,False
4943,25,Female,Black,19/03/2016,Norfolk,VA,Gunshot,False
4945,24,Male,White,19/03/2016,Covington,LA,Gunshot,False
4946,49,Male,Unknown race,18/03/2016,Byron,CA,Gunshot,False
4947,60,Male,White,18/03/2016,Idaho Falls,ID,Gunshot,False
4948,29,Male,Black,17/03/2016,Houston,TX,Gunshot,False
4949,30,Male,Black,17/03/2016,Houston,TX,Gunshot,False
4951,38,Male,Asian,17/03/2016,Burnsville,MN,Gunshot,True
4952,53,Male,Asian,17/03/2016,Tampa,FL,Gunshot,False
4953,33,Male,Hispanic,16/03/2016,San Antonio,TX,Gunshot,False
4954,40,Male,White,16/03/2016,Lilesville,NC,Gunshot,False
4955,23,Male,Hispanic,16/03/2016,Los Angeles,CA,Gunshot,False
4957,34,Male,White,15/03/2016,Russellville,KY,Gunshot,False
4958,38,Male,White,15/03/2016,Evansville,IN,Gunshot,True
4959,43,Male,White,15/03/2016,Fort Worth,TX,Gunshot,True
4960,29,Male,Black,14/03/2016,Chicago,IL,Gunshot,False
4961,24,Male,Black,13/03/2016,Chester,PA,Gunshot,False
4962,26,Male,White,13/03/2016,Piedmont,AL,Gunshot,False
4963,28,Male,Black,13/03/2016,Landover,MD,Gunshot,False
4964,38,Female,White,13/03/2016,Vancouver,WA,Gunshot,False
4965,16,Male,Hispanic,13/03/2016,Addison,TX,Gunshot,False
4966,30,Male,White,13/03/2016,Lenoir City,TN,Gunshot,True
4968,45,Male,White,13/03/2016,Glendale,CA,Gunshot,False
4969,20,Male,Black,12/03/2016,Houston,TX,"Gunshot, Taser",False
4970,43,Male,White,12/03/2016,Greensboro,NC,Gunshot,True
4972,37,Male,Black,12/03/2016,Houston,TX,"Gunshot, Taser",False
4973,23,Male,Hispanic,11/03/2016,Newark,CA,Gunshot,False
4974,25,Male,Black,11/03/2016,Norfolk,VA,Gunshot,True
4975,46,Male,White,11/03/2016,Clinton,IL,Gunshot,False
4976,51,Male,White,11/03/2016,Rosalia,KS,Gunshot,True
4977,21,Male,Hispanic,10/03/2016,Long Beach,CA,Gunshot,False
4978,50,Male,White,10/03/2016,Odessa,TX,Gunshot,False
4979,22,Male,Black,10/03/2016,Reno,NV,Gunshot,False
4980,37,Male,White,10/03/2016,Biloxi,MS,Gunshot,False
4981,23,Male,Hispanic,10/03/2016,Colorado City,CO,Gunshot,False
4982,27,Male,White,08/03/2016,Tampa,FL,Gunshot,False
4983,42,Male,White,07/03/2016,Joliet,MT,Gunshot,False
4984,45,Male,White,07/03/2016,San Jose,CA,Gunshot,False
4985,49,Male,White,07/03/2016,Rochester,NY,Gunshot,False
4987,45,Male,White,07/03/2016,Topeka,KS,Gunshot,False
4988,41,Male,Hispanic,07/03/2016,Carlsbad,NM,Gunshot,False
4989,41,Male,Hispanic,06/03/2016,South Gate,CA,Gunshot,False
4990,51,Male,White,06/03/2016,Azle,TX,Gunshot,False
4991,42,Male,White,06/03/2016,Bismarck,ND,Gunshot,False
4992,22,Male,White,05/03/2016,Beaumont,TX,Gunshot,False
4993,34,Male,White,05/03/2016,Buffalo,NY,Gunshot,False
4994,30,Male,White,04/03/2016,East Bernstadt,KY,Gunshot,False
4995,66,Male,White,04/03/2016,Mount Ida,AR,Gunshot,False
4996,27,Male,Hispanic,03/03/2016,Gilbert,AZ,Gunshot,False
4998,41,Male,White,02/03/2016,Johnstown,PA,"Gunshot, Taser",False
4999,36,Male,White,02/03/2016,Bel Air,MD,Gunshot,False
5000,22,Male,Hispanic,01/03/2016,Euless,TX,Gunshot,False
5001,37,Male,White,01/03/2016,Gautier,MS,Gunshot,False
5002,39,Male,Hispanic,01/03/2016,Palm Bay,FL,Gunshot,False
5003,24,Male,Black,29/02/2016,Raleigh,NC,Gunshot,False
5004,41,Male,White,28/02/2016,Ashville,AL,Gunshot,False
5005,44,Male,White,28/02/2016,Rapid City,SD,Gunshot,False
5006,23,Male,Hispanic,27/02/2016,Floresville,TX,Gunshot,True
5007,18,Male,Black,26/02/2016,Cave Spring,VA,Gunshot,False
5008,35,Male,White,26/02/2016,Rapid City,SD,Gunshot,False
5009,19,Male,White,25/02/2016,Silver Springs,NV,Gunshot,True
5010,37,Male,White,25/02/2016,Evans,CO,Gunshot,True
5011,38,Male,Black,25/02/2016,Hesston,KS,Gunshot,False
5013,56,Male,Black,25/02/2016,Montgomery,AL,Gunshot,True
5014,16,Male,White,24/02/2016,Blue Springs,MO,Gunshot,False
5015,58,Male,White,24/02/2016,Bailey,CO,Gunshot,False
5016,21,Male,Black,24/02/2016,East Troy,WI,Gunshot,False
5017,26,Male,Hispanic,24/02/2016,Norwalk,CA,Gunshot,False
5018,27,Male,Hispanic,24/02/2016,Phoenix,AZ,Gunshot,False
5019,26,Male,White,23/02/2016,Glendale,AZ,Gunshot,False
5020,36,Male,Hispanic,23/02/2016,Ripon,CA,Gunshot,False
5021,39,Male,Hispanic,23/02/2016,Houston,TX,"Gunshot, Taser",False
5022,48,Male,Black,23/02/2016,Baton Rouge,LA,Gunshot,False
5023,33,Male,Hispanic,22/02/2016,Denver,CO,Gunshot,False
5024,45,Male,White,22/02/2016,Bakersfield,CA,Gunshot,False
5025,22,Male,White,22/02/2016,Fairborn,OH,Gunshot,False
5027,38,Male,White,22/02/2016,Mission,TX,Gunshot,False
5028,31,Female,Black,21/02/2016,Inglewood,CA,Gunshot,False
5029,36,Female,Native American,21/02/2016,Phoenix,AZ,Gunshot,False
5030,38,Female,Native American,21/02/2016,Houston,AK,Gunshot,False
5031,32,Male,Black,21/02/2016,Inglewood,CA,Gunshot,False
5032,46,Male,Black,21/02/2016,Seattle,WA,Gunshot,False
5033,23,Male,Hispanic,20/02/2016,Albuquerque,NM,Gunshot,False
5034,30,Male,Hispanic,20/02/2016,Anaheim,CA,Gunshot,True
5035,41,Male,Black,20/02/2016,Lakewood,WA,Gunshot,False
5036,45,Male,White,20/02/2016,Iuka,MS,Gunshot,False
5037,31,Male,White,19/02/2016,Elizabethton,TN,Gunshot,False
5038,35,Male,White,19/02/2016,Ogden,UT,Gunshot,False
5039,32,Male,Hispanic,18/02/2016,Reno,TX,Gunshot,False
5040,25,Male,White,18/02/2016,Commerce,GA,"Gunshot, Taser",False
5041,30,Male,Hispanic,18/02/2016,Santa Ana,CA,Gunshot,False
5042,35,Male,Hispanic,18/02/2016,Santa Ana,CA,Gunshot,False
5043,37,Male,Black,17/02/2016,Cincinnati,OH,Gunshot,False
5044,30,Male,White,16/02/2016,Mena,AR,Gunshot,False
5045,51,Male,White,16/02/2016,Fairfield,CT,Gunshot,False
5046,48,Male,White,16/02/2016,Republic,MO,Gunshot,False
5047,52,Male,Hispanic,15/02/2016,Jal,NM,Gunshot,False
5049,39,Male,White,15/02/2016,Yorba Linda,CA,Gunshot,False
5050,26,Male,White,14/02/2016,Los Angeles,CA,Gunshot,False
5051,29,Male,Hispanic,14/02/2016,East Los Angeles,CA,Gunshot,False
5052,50,Male,White,14/02/2016,Bradenton,FL,Gunshot,False
5053,22,Male,Black,13/02/2016,Baton Rouge,LA,Gunshot,True
5054,29,Male,Black,13/02/2016,Urbandale,IA,"Gunshot, Taser",True
5055,19,Male,Black,13/02/2016,Arvonia,VA,Gunshot,False
5056,24,Male,Black,13/02/2016,Beckville,TX,Gunshot,False
5058,29,Male,Black,12/02/2016,Boston,MA,Gunshot,False
5059,32,Female,Black,12/02/2016,Syracuse,NY,Gunshot,False
5060,53,Male,White,12/02/2016,Fort Worth,TX,Gunshot,False
5062,30,Male,Black,11/02/2016,Columbus,OH,Gunshot,False
5063,35,Male,White,11/02/2016,Maiden,NC,Gunshot,False
5064,45,Male,White,11/02/2016,Lancaster,CA,Gunshot,False
5065,36,Male,Native American,10/02/2016,Barrow,AK,Gunshot,False
5066,41,Male,White,10/02/2016,Louisville,KY,Gunshot,False
5067,52,Male,White,10/02/2016,Roseville,MN,Gunshot,True
5068,56,Male,Unknown race,10/02/2016,Kemp,TX,Gunshot,False
5069,67,Male,White,10/02/2016,Abingdon,MD,Gunshot,False
5070,29,Male,Pacific Islander,09/02/2016,Hilo,HI,Gunshot,False
5072,22,Male,Hispanic,09/02/2016,Anaheim,CA,Gunshot,True
5074,33,Male,Black,08/02/2016,Chester,PA,Gunshot,False
5075,17,Male,Black,08/02/2016,Austin,TX,Gunshot,False
5076,22,Male,Black,08/02/2016,New Orleans,LA,Gunshot,False
5077,23,Male,Black,07/02/2016,Columbus,OH,Gunshot,False
5078,27,Male,Hispanic,07/02/2016,Toms River,NJ,Gunshot,False
5079,36,Male,White,07/02/2016,Austin,AR,Gunshot,False
5080,16,Male,Hispanic,06/02/2016,Los Angeles,CA,Gunshot,True
5082,30,Male,White,05/02/2016,Milton,FL,Gunshot,False
5083,51,Male,White,05/02/2016,Harmony,NC,Gunshot,False
5084,55,Male,White,05/02/2016,Seaside,OR,Gunshot,True
5087,38,Male,Unknown race,05/02/2016,Hilo,HI,Gunshot,False
5088,24,Transgender,White,04/02/2016,Mesa,AZ,Gunshot,True
5089,43,Male,Hispanic,04/02/2016,El Paso,TX,Gunshot,False
5090,47,Male,White,04/02/2016,Kansas City,MO,Gunshot,False
5091,36,Male,Black,04/02/2016,San Antonio,TX,Gunshot,False
5092,54,Male,White,04/02/2016,Perry,OH,Gunshot,False
5093,31,Male,Hispanic,03/02/2016,Ocala,FL,Gunshot,False
5094,53,Male,White,03/02/2016,Okmulgee,OK,Gunshot,False
5095,22,Male,Native American,03/02/2016,Rosebud,SD,Gunshot,True
5096,30,Male,White,02/02/2016,Cordova,CA,"Gunshot, Taser",False
5098,21,Male,Hispanic,01/02/2016,Albuquerque,NM,Gunshot,True
5099,36,Male,Black,01/02/2016,Washington,DC,Gunshot,False
5100,37,Male,Black,31/01/2016,Pittsburgh,PA,"Gunshot, Taser",False
5101,42,Male,White,31/01/2016,Bakersfield,CA,Gunshot,False
5102,46,Male,Hispanic,31/01/2016,Immokalee,FL,Gunshot,False
5103,62,Male,Unknown race,31/01/2016,Newark,CA,Gunshot,False
5104,25,Male,White,31/01/2016,Fort Worth,TX,"Gunshot, Taser",False
5105,29,Male,Black,30/01/2016,Chicago,IL,Gunshot,False
5106,42,Male,White,30/01/2016,Sugar Creek,MO,Gunshot,False
5107,64,Male,Hispanic,30/01/2016,Rossville,GA,Gunshot,False
5108,38,Male,Hispanic,30/01/2016,Fort Collins,CO,Gunshot,False
5109,29,Male,Black,29/01/2016,Irving,TX,Gunshot,False
5110,33,Male,Black,29/01/2016,Lynn,MA,Gunshot,False
5111,41,Female,White,29/01/2016,Phenix,AL,Gunshot,False
5112,19,Male,Black,28/01/2016,Oak Grove,OR,Gunshot,False
5113,33,Male,White,28/01/2016,Omaha,NE,Gunshot,False
5114,32,Female,Native American,28/01/2016,Tacoma,WA,Gunshot,False
5115,26,Male,Hispanic,27/01/2016,Marietta,GA,Gunshot,False
5116,27,Male,White,27/01/2016,Latta,SC,Gunshot,False
5117,30,Male,White,27/01/2016,Alvarado,TX,Gunshot,False
5118,31,Male,Hispanic,27/01/2016,Santa Fe,NM,Gunshot,False
5119,32,Male,Black,27/01/2016,Memphis,TN,Gunshot,True
5120,52,Male,White,27/01/2016,Mountain Pine,AR,Gunshot,False
5121,40,Male,Asian,27/01/2016,Lenoir City,TN,Gunshot,False
5122,31,Female,Black,27/01/2016,Dearborn,MI,Gunshot,False
5123,55,Male,White,26/01/2016,Seneca,OR,Gunshot,False
5125,38,Male,Hispanic,25/01/2016,Reno,NV,"Gunshot, Taser",False
5127,43,Male,White,23/01/2016,Clanton,AL,Gunshot,True
5129,39,Male,Black,21/01/2016,Eufaula,OK,Gunshot,False
5130,33,Male,White,20/01/2016,Meridianville,AL,Gunshot,True
5131,37,Male,White,20/01/2016,Harper,TX,Gunshot,False
5132,40,Male,Black,20/01/2016,Port Barre,LA,Gunshot,False
5133,28,Male,White,19/01/2016,Valdosta,GA,Gunshot,False
5134,36,Male,White,19/01/2016,Dallas,TX,Gunshot,False
5135,55,Male,White,19/01/2016,Statesville,NC,Gunshot,False
5137,27,Male,White,18/01/2016,Medford,OR,Gunshot,False
5138,33,Male,White,18/01/2016,Tucson,AZ,Gunshot,False
5139,39,Male,White,18/01/2016,Phoenix,AZ,Gunshot,False
5140,28,Male,White,18/01/2016,Orlando,FL,Gunshot,False
5141,29,Male,White,18/01/2016,Union City,CA,Gunshot,True
5142,24,Male,Hispanic,17/01/2016,Los Angeles,CA,"Gunshot, Taser",False
5143,31,Male,White,17/01/2016,Holladay,UT,Gunshot,True
5144,38,Male,White,17/01/2016,Rainbow City,AL,"Gunshot, Taser",False
5146,52,Male,Black,17/01/2016,St. Louis,MO,Gunshot,False
5147,26,Male,White,17/01/2016,Mesa,AZ,Gunshot,True
5148,19,Male,Black,16/01/2016,Belle Glade,FL,Gunshot,False
5149,27,Male,White,16/01/2016,San Antonio,TX,Gunshot,False
5150,25,Female,White,16/01/2016,El Cajon,CA,Gunshot,False
5151,34,Male,Hispanic,16/01/2016,Los Angeles,CA,Gunshot,False
5152,44,Male,White,16/01/2016,Beaverton,OR,Gunshot,False
5153,55,Male,White,16/01/2016,Petroleum,WV,Gunshot,False
5154,24,Male,Black,15/01/2016,Southfield,MI,Gunshot,False
5155,26,Male,White,15/01/2016,Elkins,WV,Gunshot,False
5156,39,Male,Hispanic,14/01/2016,Santa Clarita,CA,Gunshot,False
5157,40,Male,White,14/01/2016,Hurst,IL,Gunshot,False
5158,29,Male,White,13/01/2016,Sevierville,TN,Gunshot,True
5159,60,Male,White,13/01/2016,Cle Elum,WA,Gunshot,False
5160,49,Male,Native American,12/01/2016,Anchorage,AK,Gunshot,False
5161,58,Male,White,12/01/2016,Norfolk,VA,Gunshot,False
5162,32,Male,White,11/01/2016,Denver,CO,Gunshot,False
5163,12,Female,White,11/01/2016,Duncannon,PA,Gunshot,False
5164,45,Male,White,11/01/2016,Cincinnati,OH,Gunshot,False
5165,56,Male,White,11/01/2016,San Fernando,CA,Gunshot,False
5166,37,Male,White,10/01/2016,Kelso,WA,Gunshot,False
5167,45,Female,White,10/01/2016,Rising Sun,MD,Gunshot,False
5168,26,Male,White,08/01/2016,Lake Geneva,WI,Gunshot,False
5169,50,Male,White,08/01/2016,Acworth,GA,Gunshot,False
5170,32,Male,Hispanic,06/01/2016,Carrizozo,NM,Gunshot,False
5171,34,Male,White,06/01/2016,Owensboro,KY,Gunshot,False
5172,38,Male,White,06/01/2016,Zion,IL,Gunshot,False
5173,28,Male,Hispanic,05/01/2016,Ceres,CA,Gunshot,False
5174,33,Male,Black,05/01/2016,Charlotte,NC,Gunshot,False
5175,39,Male,White,05/01/2016,Johnson City,TN,Gunshot,False
5176,52,Male,White,05/01/2016,Redding,CA,Gunshot,False
5177,54,Male,White,05/01/2016,Upper Darby,PA,"Gunshot, Taser",False
5178,29,Male,White,05/01/2016,Tumwater,WA,Gunshot,False
5179,22,Male,Black,04/01/2016,Oklahoma City,OK,Gunshot,True
5180,27,Male,Black,04/01/2016,Ragley,LA,Gunshot,False
5181,30,Male,Black,03/01/2016,Charlotte,NC,Gunshot,False
5182,37,Male,White,02/01/2016,Livingston,MT,"Gunshot, Taser",False
5183,37,Male,White,02/01/2016,Sioux Falls,SD,Gunshot,False
5184,54,Male,White,02/01/2016,Sweetwater,TX,Gunshot,False
5185,30,Male,White,01/01/2016,San Diego,CA,Gunshot,True
5186,23,Male,Black,31/12/2015,Las Vegas,NV,Gunshot,True
5187,55,Male,Hispanic,30/12/2015,Fresno,CA,Gunshot,True
5188,39,Male,Unknown race,30/12/2015,Rawlins,WY,Gunshot,False
5189,50,Female,Pacific Islander,29/12/2015,Santa Nella Village,CA,Gunshot,False
5191,33,Male,Asian,29/12/2015,Rosemead,CA,Gunshot,False
5192,28,Male,White,28/12/2015,Suffolk,VA,Gunshot,True
5193,34,Male,White,27/12/2015,Tempe,AZ,Gunshot,True
5194,36,Male,White,27/12/2015,Lucedale,MS,Gunshot,False
5195,52,Male,White,27/12/2015,Franklin,LA,Gunshot,False
5196,19,Male,Black,26/12/2015,Chicago,IL,Gunshot,False
5197,38,Male,Hispanic,26/12/2015,Homedale,ID,Gunshot,True
5198,55,Female,Black,26/12/2015,Chicago,IL,Gunshot,False
5199,41,Male,White,26/12/2015,Phoenix,AZ,Gunshot,False
5200,31,Male,White,25/12/2015,Palo Alto,CA,Gunshot,False
5201,18,Male,Black,24/12/2015,Charlotte,NC,Gunshot,False
5202,23,Male,Hispanic,24/12/2015,Porterville,CA,Gunshot,False
5203,24,Male,Black,24/12/2015,Lansing,MI,Gunshot,False
5204,54,Male,Unknown race,24/12/2015,Pride,LA,Gunshot,False
5205,36,Male,White,24/12/2015,Winnsboro,LA,Gunshot,False
5206,35,Male,Black,23/12/2015,Dearborn,MI,Gunshot,False
5207,19,Male,Hispanic,22/12/2015,Albuquerque,NM,Gunshot,True
5208,56,Male,White,22/12/2015,Burlington,VT,Gunshot,True
5209,61,Male,White,22/12/2015,Ludlow,KY,Gunshot,True
5210,29,Male,White,22/12/2015,Brooksville,FL,Gunshot,False
5211,21,Male,White,21/12/2015,Canaan Township,PA,Gunshot,False
5212,25,Male,Black,21/12/2015,Denver,CO,Gunshot,False
5213,30,Male,White,21/12/2015,Smartsville,CA,Gunshot,False
5214,34,Male,Hispanic,21/12/2015,Hemet,CA,Gunshot,False
5215,39,Male,White,21/12/2015,Deltona,FL,Gunshot,False
5216,48,Male,Black,21/12/2015,Douglasville,GA,Gunshot,False
5217,32,Male,Black,21/12/2015,St Martinville,LA,Gunshot,False
5219,31,Male,Hispanic,20/12/2015,Amarillo,TX,Gunshot,False
5221,30,Male,Black,20/12/2015,Palmdale,CA,Gunshot,False
5223,24,Male,Black,19/12/2015,Concord,VA,Gunshot,False
5224,26,Male,Hispanic,19/12/2015,Torrance,CA,Gunshot,False
5225,22,Female,White,18/12/2015,Northwood,OH,Gunshot,False
5227,58,Male,Hispanic,18/12/2015,Taos,NM,Gunshot,False
5228,32,Male,White,18/12/2015,Knoxville,TN,Gunshot,False
5229,24,Male,White,17/12/2015,Modesto,CA,Gunshot,False
5230,25,Male,White,17/12/2015,Kent,OH,Gunshot,False
5231,23,Male,White,16/12/2015,Camarillo,CA,Gunshot,False
5233,51,Male,Black,15/12/2015,Dallas,NC,Gunshot,False
5234,33,Male,White,14/12/2015,Mt Hope,WV,Gunshot,False
5235,33,Male,Black,14/12/2015,New Orleans,LA,Gunshot,True
5236,39,Male,Asian,14/12/2015,Long Beach,CA,Gunshot,False
5237,45,Male,Hispanic,14/12/2015,Las Vegas,NV,Gunshot,False
5238,48,Female,White,14/12/2015,Las Vegas,NV,Gunshot,False
5239,52,Male,White,14/12/2015,Middle River,MD,"Gunshot, Taser",False
5240,19,Male,Hispanic,14/12/2015,Gilroy,CA,Gunshot,True
5241,56,Male,White,14/12/2015,Milan,TN,Gunshot,False
5242,21,Male,White,13/12/2015,Denton,TX,Gunshot,False
5243,30,Male,Pacific Islander,13/12/2015,Olympia,WA,Gunshot,False
5244,32,Male,Hispanic,13/12/2015,Denver,CO,Gunshot,False
5245,51,Female,White,13/12/2015,Arlington,TX,Gunshot,False
5246,20,Male,White,12/12/2015,East Stroudsburg,PA,Gunshot,False
5247,24,Male,Black,12/12/2015,Chattanooga,TN,Gunshot,False
5248,25,Male,Black,12/12/2015,Indianapolis,IN,Gunshot,False
5249,28,Male,Black,12/12/2015,Lynwood,CA,Gunshot,False
5250,36,Male,White,12/12/2015,Healdton,OK,Gunshot,False
5251,49,Male,Hispanic,12/12/2015,San Bernardino,CA,Gunshot,False
5252,Unknown,Male,Unknown race,12/12/2015,Aurora,CO,Gunshot,False
5253,36,Male,White,11/12/2015,Tucson,AZ,Gunshot,False
5254,34,Male,White,10/12/2015,Indianapolis,IN,Gunshot,False
5255,54,Male,White,10/12/2015,Marina,CA,Gunshot,False
5256,55,Male,Black,10/12/2015,Taylors,SC,Gunshot,False
5257,Unknown,Male,Unknown race,10/12/2015,Hemet,CA,Gunshot,False
5259,51,Male,White,09/12/2015,Sportsmen Acres,OK,Gunshot,False
5260,66,Male,White,09/12/2015,Leitchfield,KY,Gunshot,False
5261,33,Male,Black,08/12/2015,Cleveland,OH,Gunshot,False
5262,36,Male,Black,08/12/2015,Yonkers,NY,Gunshot,False
5265,35,Male,White,06/12/2015,Seattle,WA,Gunshot,False
5266,46,Male,Black,06/12/2015,Richmond Heights,OH,Gunshot,False
5267,48,Male,White,06/12/2015,Laramie,WY,Gunshot,False
5268,24,Male,White,05/12/2015,Irving,TX,Gunshot,False
5269,38,Male,Hispanic,05/12/2015,Indio,CA,Gunshot,False
5270,51,Male,White,05/12/2015,Miami Beach,FL,"Gunshot, Taser",True
5271,60,Male,White,05/12/2015,Neenah,WI,Gunshot,False
5272,61,Female,White,05/12/2015,Florissant,MO,Gunshot,False
5273,21,Male,Black,04/12/2015,Pittsburgh,PA,Gunshot,False
5274,47,Male,White,04/12/2015,Mesa,AZ,"Gunshot, Taser",False
5276,66,Male,White,03/12/2015,Big Springs,NE,Gunshot,False
5277,26,Male,Black,02/12/2015,San Francisco,CA,Gunshot,False
5278,27,Female,Asian,02/12/2015,Redlands,CA,Gunshot,False
5279,28,Male,Asian,02/12/2015,Redlands,CA,Gunshot,False
5280,32,Male,Hispanic,02/12/2015,San Antonio,TX,Gunshot,False
5281,35,Male,Hispanic,02/12/2015,Denver,CO,Gunshot,False
5282,36,Male,Hispanic,02/12/2015,Deming,NM,Gunshot,False
5283,18,Male,Hispanic,01/12/2015,Norwalk,CA,Gunshot,False
5284,23,Male,White,01/12/2015,Bangor,ME,Gunshot,False
5285,18,Male,Black,30/11/2015,Atlanta,GA,Gunshot,False
5286,25,Unknown,Asian,30/11/2015,Aurora,CO,Gunshot,False
5287,31,Male,Hispanic,30/11/2015,Wink,TX,Gunshot,False
5288,22,Male,White,29/11/2015,Celina,OH,Gunshot,False
5289,23,Male,Hispanic,29/11/2015,Bakersfield,CA,Gunshot,False
5290,29,Male,White,29/11/2015,Lincoln,NE,Gunshot,False
5291,53,Male,White,29/11/2015,Stewartsville,MO,Gunshot,False
5292,69,Male,Hispanic,29/11/2015,Sun City,AZ,Gunshot,False
5293,50,Male,White,28/11/2015,Seagoville,TX,Gunshot,False
5294,58,Male,White,27/11/2015,Lampe,MO,Gunshot,False
5295,26,Male,White,26/11/2015,Paradise,CA,Gunshot,True
5296,23,Male,White,25/11/2015,Springfield,MO,Gunshot,False
5297,37,Female,White,25/11/2015,Ozark,MO,Gunshot,False
5298,52,Male,White,25/11/2015,Eagar,AZ,Gunshot,False
5300,24,Male,Black,24/11/2015,Camden,NJ,Gunshot,False
5301,32,Male,White,24/11/2015,Las Vegas,NV,"Gunshot, Taser",True
5302,45,Male,White,24/11/2015,Columbia Heights,MN,Gunshot,False
5303,49,Male,Hispanic,23/11/2015,Corpus Christi,TX,"Gunshot, Taser",True
5304,50,Male,White,23/11/2015,Columbus,OH,Gunshot,False
5305,28,Male,Hispanic,22/11/2015,Denver,CO,Gunshot,False
5306,45,Male,White,22/11/2015,Reno,NV,Gunshot,False
5307,47,Male,White,22/11/2015,Fontana,CA,Gunshot,False
5308,24,Male,White,21/11/2015,Colbert,OK,Gunshot,False
5309,39,Male,White,20/11/2015,Dallas,GA,Gunshot,False
5310,29,Male,Black,20/11/2015,Barstow,CA,Gunshot,False
5313,27,Male,Black,19/11/2015,Fort Pierce,FL,Gunshot,False
5314,34,Male,Black,19/11/2015,Washington,DC,Gunshot,False
5315,34,Male,Black,19/11/2015,Bradenton,FL,Gunshot,False
5316,44,Male,Black,18/11/2015,Benton Harbor,MI,Gunshot,False
5317,25,Male,Black,18/11/2015,Opa-locka,FL,Gunshot,False
5319,21,Male,Black,17/11/2015,Cayce,SC,Gunshot,False
5320,28,Male,Black,17/11/2015,Miami,FL,Gunshot,False
5321,47,Male,White,17/11/2015,Little Egg Harbor Township,NJ,Gunshot,False
5322,41,Male,White,17/11/2015,Weatherford,TX,Gunshot,False
5323,58,Male,White,17/11/2015,Arlington,GA,Gunshot,False
5324,30,Male,Black,17/11/2015,Houston,TX,Gunshot,False
